index,loss,correct,predicted,total_logprob,ground_truth
0,2.327165126800537,0, no,-8.200606346130371, yes
1,1.9439454078674316,0, no,-8.401543617248535, yes
2,2.1288909912109375,0, no,-7.173853874206543, yes
3,2.2662134170532227,0, no,-7.988762855529785, yes
4,2.367480516433716,0, no,-8.231264114379883, yes
5,1.7769242525100708,0, no,-8.419631004333496, yes
6,2.459803581237793,0, no,-8.051076889038086, yes
7,2.735330581665039,0, no,-7.307856559753418, yes
8,2.5129261016845703,0, no,-7.793794631958008, yes
9,1.788292407989502,0, no,-8.386933326721191, yes
10,2.5240204334259033,0, no,-7.329555034637451, yes
11,2.1332406997680664,0, no,-8.214277267456055, yes
12,1.7936019897460938,0, no,-8.399092674255371, yes
13,1.6979877948760986,0, no,-8.25365161895752, yes
14,2.081446409225464,0, no,-8.50558853149414, yes
15,2.2705705165863037,0, no,-8.333592414855957, yes
16,2.2406060695648193,0, no,-8.853069305419922, yes
17,2.190365791320801,0, no,-8.507490158081055, yes
18,2.019152879714966,0, no,-8.537026405334473, yes
19,1.9210883378982544,0, no,-8.458907127380371, yes
20,2.2371151447296143,0, no,-7.891519069671631, yes
21,2.38626766204834,0, no,-7.891119003295898, yes
22,2.329362392425537,0, no,-7.94401216506958, yes
23,2.500147819519043,0, no,-7.64597225189209, yes
24,2.6522061824798584,0, no,-8.132791519165039, yes
25,2.3986291885375977,0, no,-7.432634353637695, yes
26,2.260382890701294,0, no,-7.351768970489502, yes
27,2.081554889678955,0, no,-8.236910820007324, yes
28,2.332110643386841,0, no,-8.478221893310547, yes
29,2.2153515815734863,0, no,-8.371017456054688, yes
30,2.2441961765289307,0, no,-8.300787925720215, yes
31,2.5642552375793457,0, no,-8.001994132995605, yes
32,2.6181912422180176,0, no,-7.088258266448975, yes
33,2.260406255722046,0, no,-8.274494171142578, yes
34,2.3443098068237305,0, no,-8.141986846923828, yes
35,2.4419076442718506,0, no,-7.911809921264648, yes
36,1.9353598356246948,0, no,-8.421149253845215, yes
37,2.5720067024230957,0, no,-7.348735332489014, yes
38,2.095996141433716,0, no,-8.259720802307129, yes
39,1.921897530555725,0, no,-8.117300033569336, yes
40,2.202664852142334,0, no,-8.266237258911133, yes
41,2.3946025371551514,0, no,-8.375229835510254, yes
42,2.22309947013855,0, no,-8.449813842773438, yes
43,2.1752467155456543,0, no,-6.935537815093994, yes
44,1.8669440746307373,0, no,-7.707624912261963, yes
45,2.087280035018921,0, no,-8.287020683288574, yes
46,2.3834969997406006,0, no,-7.6044440269470215, yes
47,2.3374483585357666,0, no,-7.977434158325195, yes
48,1.731581687927246,0, no,-8.99594497680664, yes
49,2.1186435222625732,0, no,-8.39819622039795, yes
50,1.8749252557754517,0, no,-7.8668293952941895, yes
51,2.3549795150756836,0, no,-7.9885969161987305, yes
52,2.3380041122436523,0, no,-7.992589950561523, yes
53,1.581553339958191,0, no,-7.980883598327637, yes
54,1.9427964687347412,0, no,-7.7580671310424805, yes
55,2.5170786380767822,0, no,-8.34008502960205, yes
56,2.328249454498291,0, no,-8.026679992675781, yes
57,1.700718641281128,0, no,-8.510979652404785, yes
58,1.8481911420822144,0, no,-7.937796592712402, yes
59,2.547449827194214,0, no,-8.143875122070312, yes
60,2.0917258262634277,0, no,-8.702730178833008, yes
61,2.4552221298217773,0, no,-8.23306941986084, yes
62,2.3570480346679688,0, no,-8.240545272827148, yes
63,2.5744469165802,0, no,-7.986883163452148, yes
64,2.7582619190216064,0, no,-7.749527454376221, yes
65,2.125638723373413,0, no,-8.27220344543457, yes
66,2.281979560852051,0, no,-8.121582984924316, yes
67,2.4254772663116455,0, no,-8.124396324157715, yes
68,2.750156879425049,0, no,-7.901926517486572, yes
69,2.5053927898406982,0, no,-7.937790870666504, yes
70,2.3689558506011963,0, no,-7.95664644241333, yes
71,2.231506824493408,0, no,-8.042798042297363, yes
72,2.5779476165771484,0, no,-8.041749000549316, yes
73,2.358422040939331,0, no,-7.760032653808594, yes
74,1.8470029830932617,0, no,-8.392637252807617, yes
75,2.136697769165039,0, no,-8.304001808166504, yes
76,1.966498851776123,0, no,-8.044118881225586, yes
77,2.0233423709869385,0, no,-8.530177116394043, yes
78,1.9096570014953613,0, no,-8.245705604553223, yes
79,2.403984546661377,0, no,-8.214375495910645, yes
80,2.470822334289551,0, no,-8.153098106384277, yes
81,1.8621788024902344,0, no,-8.344365119934082, yes
82,1.8415712118148804,0, no,-7.723408222198486, yes
83,2.4122700691223145,0, no,-7.82401704788208, yes
84,2.376974105834961,0, no,-8.040051460266113, yes
85,2.484219551086426,0, no,-7.528633117675781, yes
86,1.9486026763916016,0, no,-8.411944389343262, yes
87,1.8160099983215332,0, no,-8.530997276306152, yes
88,1.8964682817459106,0, no,-8.393505096435547, yes
89,2.2020678520202637,0, no,-8.3456449508667, yes
90,2.068859577178955,0, no,-8.30966854095459, yes
91,2.6110968589782715,0, no,-7.930044651031494, yes
92,2.2129790782928467,0, no,-8.1657075881958, yes
93,2.6249594688415527,0, no,-7.867350101470947, yes
94,2.2492144107818604,0, no,-7.370894432067871, yes
95,2.8321139812469482,0, no,-7.081343173980713, yes
96,2.251742362976074,0, no,-8.295862197875977, yes
97,2.3041303157806396,0, no,-7.9549241065979, yes
98,1.921706199645996,0, no,-7.668828964233398, yes
99,2.0187087059020996,0, no,-8.285161972045898, yes
100,2.277005672454834,0, no,-8.103083610534668, yes
101,2.4323949813842773,0, no,-8.25100040435791, yes
102,2.496206760406494,0, no,-7.6902756690979, yes
103,2.4017302989959717,0, no,-8.342161178588867, yes
104,2.3713929653167725,0, no,-8.409524917602539, yes
105,1.9635205268859863,0, no,-8.311171531677246, yes
106,2.083437442779541,0, no,-8.428291320800781, yes
107,2.4135384559631348,0, no,-8.06812858581543, yes
108,2.3051226139068604,0, no,-8.28727912902832, yes
109,2.756648540496826,0, no,-8.1539945602417, yes
110,2.3437340259552,0, no,-8.100201606750488, yes
111,2.0818614959716797,0, no,-8.17662525177002, yes
112,2.3168983459472656,0, no,-8.24225902557373, yes
113,2.239603042602539,0, no,-8.130293846130371, yes
114,2.3278982639312744,0, no,-8.224720001220703, yes
115,2.4755544662475586,0, no,-8.167057991027832, yes
116,1.944904088973999,0, no,-8.188039779663086, yes
117,1.835197925567627,0, no,-7.494096279144287, yes
118,2.2597639560699463,0, no,-8.147414207458496, yes
119,1.7226593494415283,0, no,-8.659727096557617, yes
120,2.1793415546417236,0, no,-7.924996376037598, yes
121,3.019102096557617,0, no,-8.32309341430664, yes
122,2.852252721786499,0, no,-7.823794364929199, yes
123,2.56253981590271,0, no,-8.088464736938477, yes
124,2.6630120277404785,0, no,-7.898827075958252, yes
125,2.5959367752075195,0, no,-7.637778282165527, yes
126,2.6367292404174805,0, no,-8.362338066101074, yes
127,2.2354423999786377,0, no,-7.489240646362305, yes
128,2.3116157054901123,0, no,-8.269036293029785, yes
129,2.5210185050964355,0, no,-8.309076309204102, yes
130,2.387746810913086,0, no,-8.23005199432373, yes
131,2.60714054107666,0, no,-8.063203811645508, yes
132,1.4366776943206787,0, no,-7.45807409286499, yes
133,2.292684316635132,0, no,-7.732538223266602, yes
134,1.8333460092544556,0, no,-7.803677082061768, yes
135,2.310192108154297,0, no,-8.207440376281738, yes
136,1.9286125898361206,0, no,-7.692700386047363, yes
137,2.702725648880005,0, no,-8.126581192016602, yes
138,2.355048179626465,0, no,-7.332867622375488, yes
139,1.9832208156585693,0, no,-8.599385261535645, yes
140,1.267619013786316,0, no,-8.247145652770996, yes
141,2.329690933227539,0, no,-7.613681793212891, yes
142,2.9070186614990234,0, no,-6.930306434631348, yes
143,1.7753289937973022,0, no,-7.775002956390381, yes
144,2.6015079021453857,0, no,-8.250887870788574, yes
145,2.4222350120544434,0, no,-8.058229446411133, yes
146,2.1285240650177,0, no,-8.263608932495117, yes
147,2.3592302799224854,0, no,-7.733374118804932, yes
148,2.4123005867004395,0, no,-8.249394416809082, yes
149,2.5412871837615967,0, no,-7.9105658531188965, yes
150,2.0507798194885254,0, no,-8.528075218200684, yes
151,2.3459770679473877,0, no,-6.885821342468262, yes
152,2.3408422470092773,0, no,-7.536855697631836, yes
153,2.1330490112304688,0, no,-7.573480606079102, yes
154,1.8231074810028076,0, no,-8.720866203308105, yes
155,2.11531662940979,0, no,-8.618145942687988, yes
156,2.586092472076416,0, no,-7.919717311859131, yes
157,2.0720348358154297,0, no,-8.38771915435791, yes
158,1.9627768993377686,0, no,-8.431002616882324, yes
159,2.4512548446655273,0, no,-7.844119071960449, yes
160,2.1781861782073975,0, no,-8.359039306640625, yes
161,2.442809581756592,0, no,-7.572703838348389, yes
162,2.144619941711426,0, no,-8.26655101776123, yes
163,1.9702991247177124,0, no,-8.51203441619873, yes
164,2.0158488750457764,0, no,-8.341130256652832, yes
165,2.041696310043335,0, no,-8.512863159179688, yes
166,2.003521203994751,0, no,-7.8975396156311035, yes
167,2.223263740539551,0, no,-8.561159133911133, yes
168,2.7537875175476074,0, no,-7.730888843536377, yes
169,2.311244487762451,0, no,-8.322736740112305, yes
170,2.272948980331421,0, no,-7.356655120849609, yes
171,2.099238157272339,0, no,-7.915866374969482, yes
172,2.1339545249938965,0, no,-8.308109283447266, yes
173,2.1898422241210938,0, no,-8.625970840454102, yes
174,2.438960075378418,0, no,-7.643614768981934, yes
175,2.772862434387207,0, no,-7.675267219543457, yes
176,2.1044209003448486,0, no,-7.595560550689697, yes
177,2.533831834793091,0, no,-8.174015045166016, yes
178,2.127376079559326,0, no,-7.7112135887146, yes
179,2.411125898361206,0, no,-8.372747421264648, yes
180,2.0274808406829834,0, no,-7.519758701324463, yes
181,2.7798633575439453,0, no,-8.166089057922363, yes
182,2.9538729190826416,0, no,-7.593029022216797, yes
183,1.91671884059906,0, no,-8.096070289611816, yes
184,2.2648348808288574,0, no,-8.308737754821777, yes
185,2.181302309036255,0, no,-7.825547218322754, yes
186,1.9666210412979126,0, no,-8.448683738708496, yes
187,2.638331890106201,0, no,-8.002823829650879, yes
188,2.4378273487091064,0, no,-8.088907241821289, yes
189,1.8267918825149536,0, no,-8.221598625183105, yes
190,2.431309461593628,0, no,-7.928016662597656, yes
191,2.0591397285461426,0, no,-8.152371406555176, yes
192,2.394134759902954,0, no,-8.580242156982422, yes
193,2.3819167613983154,0, no,-7.7623372077941895, yes
194,2.455416679382324,0, no,-8.093609809875488, yes
195,2.3504059314727783,0, no,-8.203638076782227, yes
196,2.230820655822754,0, no,-8.071969032287598, yes
197,2.2602338790893555,0, no,-8.528528213500977, yes
198,2.140526533126831,0, no,-8.329739570617676, yes
199,2.5640783309936523,0, no,-8.161141395568848, yes
200,2.0073771476745605,0, no,-7.967188358306885, yes
201,2.2820231914520264,0, no,-7.232790470123291, yes
202,2.4208264350891113,0, no,-8.018150329589844, yes
203,2.1907958984375,0, no,-8.046881675720215, yes
204,1.651146411895752,0, no,-7.958061695098877, yes
205,2.0682373046875,0, no,-8.27001953125, yes
206,2.234475612640381,0, no,-7.9525465965271, yes
207,2.2017555236816406,0, no,-7.967507362365723, yes
208,2.186088800430298,0, no,-8.196571350097656, yes
209,2.0486104488372803,0, no,-8.137178421020508, yes
210,2.7110304832458496,0, no,-7.397314548492432, yes
211,2.7090976238250732,0, no,-8.05279541015625, yes
212,2.3688011169433594,0, no,-8.280733108520508, yes
213,2.120806932449341,0, no,-8.202716827392578, yes
214,2.239423990249634,0, no,-8.449150085449219, yes
215,2.069854497909546,0, no,-8.305861473083496, yes
216,2.6109414100646973,0, no,-8.042047500610352, yes
217,2.0272316932678223,0, no,-8.197957038879395, yes
218,2.425384283065796,0, no,-8.210539817810059, yes
219,2.096592664718628,0, no,-7.000108242034912, yes
220,2.217501401901245,0, no,-8.174105644226074, yes
221,2.773771286010742,0, no,-7.957639694213867, yes
222,2.491344928741455,0, no,-7.899891376495361, yes
