index,loss,correct,predicted,total_logprob
0,0.3567933738231659,1, yes,-0.19834741950035095
1,0.1589224636554718,1, yes,-0.08417001366615295
2,1.2324784994125366,0, no,-0.09676289558410645
3,0.2753244936466217,1, yes,-0.08403420448303223
4,0.46663275361061096,1, yes,-0.15281447768211365
5,0.6971799731254578,0, no,-0.12545263767242432
6,0.6572830080986023,1, yes,-0.06944853067398071
7,0.4411512613296509,1, yes,-0.08785504102706909
8,0.10582190752029419,1, yes,-0.0788239985704422
9,0.985288143157959,0, no,-0.07449924945831299
10,0.24198397994041443,1, yes,-0.10219427943229675
11,0.7788234949111938,0, no,-0.06840580701828003
12,0.48698917031288147,1, yes,-0.20220378041267395
13,0.33335405588150024,1, yes,-0.08212214708328247
14,0.39206045866012573,1, yes,-0.10688123106956482
15,0.31128159165382385,1, yes,-0.08066418766975403
16,0.28652575612068176,1, yes,-0.09349921345710754
17,0.5944547653198242,1, yes,-0.17787086963653564
18,1.561647891998291,0, no,-0.10116344690322876
19,0.3019373416900635,1, yes,-0.06203663349151611
20,0.12999404966831207,1, yes,-0.13361699879169464
21,0.2130766063928604,1, yes,-0.08349238336086273
22,0.8570691347122192,0, no,-0.029285669326782227
23,0.7186345458030701,0, no,-0.07749783992767334
24,0.34073007106781006,1, yes,-0.02044650912284851
25,0.4594489336013794,1, yes,-0.0477832555770874
26,0.5530871748924255,1, yes,-0.07503712177276611
27,0.4785034656524658,1, yes,-0.09712493419647217
28,0.3572481572628021,1, yes,-0.09360581636428833
29,0.41341111063957214,1, yes,-0.19006910920143127
30,0.19902342557907104,1, yes,-0.03443615138530731
31,1.0113530158996582,0, no,-0.0811607837677002
32,0.8590879440307617,0, no,-0.18170595169067383
33,0.5396620035171509,1, yes,-0.14974230527877808
34,0.4502345323562622,1, yes,-0.1544286608695984
35,0.7181569933891296,0, no,-0.1325465440750122
36,0.17296403646469116,1, yes,-0.09053769707679749
37,0.6164888143539429,1, yes,-0.0864863395690918
38,0.2929607629776001,1, yes,-0.10541683435440063
