index,loss,correct,predicted,total_logprob,ground_truth
0,0.4699499309062958,1, true,-0.045628517866134644, true
1,0.4975684583187103,1, true,-0.038184016942977905, true
2,0.35512375831604004,1, true,-0.04174157977104187, true
3,0.496491402387619,1, true,-0.03735581040382385, true
4,0.37313368916511536,1, true,-0.04600086808204651, true
5,0.48172861337661743,1, true,-0.032945215702056885, true
6,0.5101157426834106,1, true,-0.040130615234375, true
7,0.47590330243110657,1, true,-0.02467527985572815, true
8,0.4417794346809387,1, true,-0.03226467967033386, true
9,0.4059246778488159,1, true,-0.04848843812942505, true
10,0.5101286172866821,1, true,-0.06605136394500732, true
11,0.5688477754592896,1, true,-0.022365868091583252, true
12,0.3920910656452179,1, true,-0.03323066234588623, true
13,0.6115981340408325,1, true,-0.03686976432800293, true
14,0.49739667773246765,1, true,-0.0446721613407135, true
15,0.46621719002723694,1, true,-0.03210297226905823, true
16,0.5064175724983215,1, true,-0.04296821355819702, true
17,0.5855710506439209,1, true,-0.03711414337158203, true
18,0.6026055812835693,1, true,-0.036232829093933105, true
19,0.4099893271923065,1, true,-0.04133659601211548, true
20,0.5815266966819763,1, true,-0.04758042097091675, true
21,0.4522249400615692,1, true,-0.04018208384513855, true
22,0.3882690966129303,1, true,-0.035227805376052856, true
23,0.44962093234062195,1, true,-0.04389354586601257, true
24,0.3893257677555084,1, true,-0.02877277135848999, true
25,0.38007140159606934,1, true,-0.034919530153274536, true
26,0.5167503356933594,1, true,-0.028945863246917725, true
27,0.4694412648677826,1, true,-0.036756664514541626, true
28,0.554891049861908,1, true,-0.05822354555130005, true
29,0.43023473024368286,1, true,-0.04195234179496765, true
30,0.4532032907009125,1, true,-0.04541948437690735, true
31,0.4630486071109772,1, true,-0.04635164141654968, true
32,0.5334397554397583,1, true,-0.04196202754974365, true
33,0.6213409900665283,1, true,-0.03616064786911011, true
34,0.4703044593334198,1, true,-0.04072687029838562, true
35,0.49353042244911194,1, true,-0.046262532472610474, true
36,0.3977157175540924,1, true,-0.04243174195289612, true
37,0.37653547525405884,1, true,-0.03021419048309326, true
38,0.42673829197883606,1, true,-0.039136260747909546, true
39,0.4935300052165985,1, true,-0.04157331585884094, true
40,0.5667709708213806,1, true,-0.026815593242645264, true
41,0.3861423134803772,1, true,-0.035180896520614624, true
42,0.38773250579833984,1, true,-0.03632268309593201, true
43,0.38735783100128174,1, true,-0.03746315836906433, true
44,0.3231717646121979,1, true,-0.04111635684967041, true
45,0.42892301082611084,1, true,-0.04149085283279419, true
46,0.41857799887657166,1, true,-0.04133099317550659, true
47,0.7178598642349243,0, false,-0.03656500577926636, true
48,0.5150132775306702,1, true,-0.045844852924346924, true
49,0.41021835803985596,1, true,-0.02670222520828247, true
50,0.38751503825187683,1, true,-0.03982260823249817, true
51,0.40909844636917114,1, true,-0.04742652177810669, true
52,0.34737563133239746,1, true,-0.035076022148132324, true
53,0.5379398465156555,1, true,-0.04558616876602173, true
54,0.41885554790496826,1, true,-0.0317358672618866, true
55,0.40819254517555237,1, true,-0.04547387361526489, true
56,0.4705338478088379,1, true,-0.04063016176223755, true
57,0.5846877098083496,1, true,-0.033732712268829346, true
58,0.4426611661911011,1, true,-0.03570273518562317, true
59,0.48538780212402344,1, true,-0.044452667236328125, true
60,0.582193911075592,1, true,-0.045331478118896484, true
61,0.418896347284317,1, true,-0.051123857498168945, true
62,0.46213874220848083,1, true,-0.05163702368736267, true
63,0.45840319991111755,1, true,-0.04396668076515198, true
64,0.5907952189445496,1, true,-0.0398983359336853, true
65,0.3423954248428345,1, true,-0.03829306364059448, true
66,0.5812686681747437,1, true,-0.03609365224838257, true
67,0.42115190625190735,1, true,-0.03261113166809082, true
68,0.6402623057365417,1, true,-0.04642671346664429, true
69,0.43679872155189514,1, true,-0.04979515075683594, true
70,0.5418460965156555,1, true,-0.04471087455749512, true
71,0.5747300982475281,1, true,-0.04146963357925415, true
72,0.5118306875228882,1, true,-0.03436249494552612, true
73,0.47577449679374695,1, true,-0.04148110747337341, true
74,0.5694167613983154,1, true,-0.037336528301239014, true
75,0.49478861689567566,1, true,-0.056901901960372925, true
76,0.45959386229515076,1, true,-0.03024435043334961, true
77,0.3774010241031647,1, true,-0.057837992906570435, true
78,0.5383655428886414,1, true,-0.024782538414001465, true
79,0.5803922414779663,1, true,-0.04398244619369507, true
80,0.4974716305732727,1, true,-0.04169076681137085, true
81,0.5226132869720459,1, true,-0.04491239786148071, true
82,0.5266427993774414,1, true,-0.03584873676300049, true
83,0.39065420627593994,1, true,-0.030710279941558838, true
84,0.5681565403938293,1, true,-0.03384953737258911, true
85,0.44834673404693604,1, true,-0.0364244282245636, true
86,0.5707986354827881,1, true,-0.043988585472106934, true
87,0.5654964447021484,1, true,-0.0418696403503418, true
88,0.43227389454841614,1, true,-0.034412235021591187, true
89,0.34656018018722534,1, true,-0.03013184666633606, true
90,0.5275003910064697,1, true,-0.04894477128982544, true
91,0.482700377702713,1, true,-0.04279842972755432, true
92,0.40901535749435425,1, true,-0.026395350694656372, true
93,0.5075353980064392,1, true,-0.037565529346466064, true
94,0.37914395332336426,1, true,-0.02579265832901001, true
95,0.41954505443573,1, true,-0.035884737968444824, true
96,0.5436834692955017,1, true,-0.03656578063964844, true
97,0.665028989315033,1, true,-0.018766403198242188, true
98,0.3920361399650574,1, true,-0.03451114892959595, true
99,0.45404449105262756,1, true,-0.0385746955871582, true
100,0.3691439926624298,1, true,-0.04368606209754944, true
101,0.4738937020301819,1, true,-0.030973076820373535, true
102,0.4592297077178955,1, true,-0.031547755002975464, true
103,0.46599817276000977,1, true,-0.033086538314819336, true
104,0.3902357518672943,1, true,-0.04871770739555359, true
105,0.671419620513916,1, true,-0.03528660535812378, true
106,0.3703681528568268,1, true,-0.045275747776031494, true
107,0.5433766841888428,1, true,-0.03315311670303345, true
108,0.4291976988315582,1, true,-0.04864001274108887, true
109,0.47818443179130554,1, true,-0.03591480851173401, true
110,0.3755691349506378,1, true,-0.02260279655456543, true
