index,loss,correct,predicted,total_logprob
0,0.9768277406692505,0, no,-0.07191380858421326
1,0.483700156211853,1, yes,-0.051629483699798584
2,0.7060766816139221,0, no,-0.04302871227264404
3,0.3210621774196625,1, yes,-0.1061246395111084
4,0.6629657745361328,1, yes,-0.05800706148147583
5,0.525132954120636,1, yes,-0.03668379783630371
6,0.3416796624660492,1, yes,-0.06960040330886841
7,0.6247256994247437,1, yes,-0.06199991703033447
8,0.31641295552253723,1, yes,-0.04274672269821167
9,0.37957826256752014,1, yes,-0.06410393118858337
10,0.42345064878463745,1, yes,-0.05883830785751343
11,1.221019983291626,0, no,-0.04158112406730652
12,0.7928223609924316,0, no,-0.08997279405593872
13,0.7767701148986816,0, no,-0.038781702518463135
14,0.7940666079521179,0, no,-0.05351400375366211
15,0.9300292134284973,0, no,-0.05177104473114014
16,0.658104658126831,1, yes,-0.061600565910339355
17,0.7246769070625305,0, no,-0.05284607410430908
18,0.45155656337738037,1, yes,-0.05513274669647217
19,0.5142604112625122,1, yes,-0.06992125511169434
20,0.516588032245636,1, yes,-0.06431961059570312
21,0.6886664628982544,1, yes,-0.04679667949676514
22,0.9208312034606934,0, no,-0.0573771595954895
23,0.562669575214386,1, yes,-0.05082857608795166
24,0.4584962725639343,1, yes,-0.041252583265304565
25,0.7285630106925964,0, no,-0.06047987937927246
26,0.7957003712654114,0, no,-0.049290597438812256
27,0.3826160430908203,1, yes,-0.08005532622337341
28,0.529478132724762,1, yes,-0.0455661416053772
29,0.8730182647705078,0, no,-0.06611418724060059
30,0.72006756067276,0, no,-0.03748899698257446
31,0.32130366563796997,1, yes,-0.08104750514030457
32,0.7104024887084961,0, no,-0.04712355136871338
33,0.539675772190094,1, yes,-0.05131244659423828
34,0.627934992313385,1, yes,-0.05809676647186279
35,0.8468028903007507,0, no,-0.04336369037628174
36,0.7777295708656311,0, no,-0.058085083961486816
37,0.7142555713653564,0, no,-0.04637908935546875
38,0.5966750383377075,1, yes,-0.05014139413833618
39,0.5963503122329712,1, yes,-0.050682008266448975
40,0.5660306811332703,1, yes,-0.0292319655418396
41,1.2513788938522339,0, no,-0.04182520508766174
42,0.8954669237136841,0, no,-0.04281735420227051
43,0.7763056755065918,0, no,-0.06328767538070679
44,0.6611084938049316,1, yes,-0.042222678661346436
45,0.7708051204681396,0, no,-0.04833376407623291
46,0.6835246682167053,1, yes,-0.04847145080566406
47,0.382016122341156,1, yes,-0.050120800733566284
48,0.6615477204322815,1, yes,-0.07188892364501953
49,0.8058612942695618,0, no,-0.06234782934188843
50,0.48904949426651,1, yes,-0.06060516834259033
51,0.5305202007293701,1, yes,-0.0557897686958313
52,0.5436459183692932,1, yes,-0.06353968381881714
53,0.7406712174415588,0, no,-0.041109442710876465
54,0.5870152115821838,1, yes,-0.045595526695251465
55,0.39270833134651184,1, yes,-0.08908951282501221
56,0.7678713798522949,0, no,-0.04844409227371216
57,0.5408429503440857,1, yes,-0.0722494125366211
58,0.8008332848548889,0, no,-0.04492831230163574
59,0.581308901309967,1, yes,-0.027640163898468018
