index,loss,correct,predicted,total_logprob
0,1.740804672241211,0, no,-0.0968136191368103
1,1.388885736465454,0, no,-0.22662711143493652
2,3.4376604557037354,0, no,-0.07978886365890503
3,2.3452677726745605,0, no,-0.4203043580055237
4,3.9847934246063232,0, no,-0.04325750842690468
5,3.785365581512451,0, no,-0.0915483683347702
6,2.4384567737579346,0, no,-0.8212922811508179
7,1.1610710620880127,0, no,-0.1423349380493164
8,0.08927477151155472,1, yes,-0.09904969483613968
9,0.6424821615219116,1, yes,-0.5228850841522217
10,2.6331446170806885,0, no,-0.06039738655090332
11,3.974243640899658,0, no,-0.03578615188598633
12,1.5612555742263794,0, no,-0.04150457680225372
13,1.5254050493240356,0, no,-0.06862132251262665
14,2.738579273223877,0, no,-0.013595059514045715
15,3.5288164615631104,0, no,-0.02243429608643055
16,2.8562910556793213,0, no,-0.23843373358249664
17,4.185912132263184,0, no,-0.008909552358090878
18,1.1498180627822876,0, no,-0.08786147832870483
19,2.610184907913208,0, no,-0.10359692573547363
20,1.8589223623275757,0, no,-0.27862751483917236
21,3.593742847442627,0, no,-0.0302447360008955
22,4.770680904388428,0, no,-0.04609119892120361
23,2.5917956829071045,0, no,-0.056915536522865295
24,3.278920888900757,0, no,-0.052605029195547104
25,3.52927827835083,0, no,-0.10629744827747345
26,0.7216115593910217,0, no,-0.08553516864776611
27,1.1251721382141113,0, no,-0.34142231941223145
28,0.12909163534641266,1, yes,-0.08871091902256012
29,2.9176933765411377,0, no,-0.10636604577302933
30,4.275683403015137,0, no,-0.08759935945272446
31,2.0348849296569824,0, no,-0.48402139544487
32,2.4982171058654785,0, no,-0.045828476548194885
33,2.9745309352874756,0, no,-0.09603483974933624
34,2.9133129119873047,0, no,-0.07460865378379822
35,4.551270961761475,0, no,-0.06587782502174377
36,2.1248629093170166,0, no,-0.0974835455417633
37,3.3746182918548584,0, no,-0.06783290952444077
38,3.0877845287323,0, no,-0.03553749993443489
39,1.2285747528076172,0, no,-0.05776205658912659
40,2.3343231678009033,0, no,-0.11994332075119019
41,4.0770955085754395,0, no,-0.011157548055052757
42,2.1411731243133545,0, no,-0.09023699164390564
43,3.8735013008117676,0, no,-0.025242295116186142
44,2.796895980834961,0, no,-0.043290987610816956
45,4.00167179107666,0, no,-0.039149004966020584
46,3.5169713497161865,0, no,-0.047394268214702606
47,2.8668019771575928,0, no,-0.1311465948820114
48,1.5247784852981567,0, no,-0.10543867945671082
49,4.2313456535339355,0, no,-0.05726063251495361
50,2.0849289894104004,0, no,-0.0928519070148468
51,3.0529236793518066,0, no,-0.06054609268903732
