index,loss,correct,predicted,total_logprob
0,-0.0,1, yes,-0.05610433965921402
1,1.1920922133867862e-06,1, yes,-0.08783861249685287
2,-0.0,1, yes,-0.04827582836151123
3,-0.0,1, yes,-0.3378853499889374
4,-0.0,1, yes,-0.06043357774615288
5,-0.0,1, yes,-0.1417045146226883
6,-0.0,1, yes,-0.06952215731143951
7,-0.0,1, yes,-0.17493703961372375
8,-0.0,1, yes,-0.038626909255981445
9,-0.0,1, yes,-0.028046905994415283
10,7.48183012008667,0, no,-0.016001783311367035
11,-0.0,1, yes,-0.06487009674310684
12,-0.0,1, yes,-0.08287322521209717
13,-0.0,1, yes,-0.15478605031967163
14,-0.0,1, yes,-0.13896635174751282
15,-0.0,1, yes,-0.18591494858264923
16,-0.0,1, yes,-0.05308989807963371
17,-0.0,1, yes,-0.04612918943166733
18,-0.0,1, yes,-0.07926362752914429
19,-0.0,1, yes,-0.26963236927986145
20,-0.0,1, yes,-0.09523601830005646
21,-0.0,1, yes,-0.05295407772064209
22,-0.0,1, yes,-0.061359912157058716
23,-0.0,1, yes,-0.039643753319978714
24,-0.0,1, yes,-0.2626115083694458
25,-0.0,1, yes,-0.0955895259976387
26,-0.0,1, yes,-0.034925173968076706
27,-0.0,1, yes,-0.12357041239738464
28,-0.0,1, yes,-0.24303340911865234
29,-0.0,1, yes,-0.16159260272979736
30,-0.0,1, yes,-0.07862449437379837
31,-0.0,1, yes,-0.08099823445081711
32,-0.0,1, yes,-0.049211256206035614
33,-0.0,1, yes,-0.04847652092576027
34,-0.0,1, yes,-0.11156889796257019
35,-0.0,1, yes,-0.20008838176727295
36,-0.0,1, yes,-0.052033357322216034
37,-0.0,1, yes,-0.05710020288825035
38,-0.0,1, yes,-0.13727666437625885
39,-0.0,1, yes,-0.12954257428646088
40,3.576278118089249e-07,1, yes,-0.021712344139814377
41,-0.0,1, yes,-0.0369228720664978
42,-0.0,1, yes,-0.042716845870018005
43,-0.0,1, yes,-0.08128472417593002
44,3.4450891689630225e-05,1, yes,-0.02453600987792015
45,-0.0,1, yes,-0.15217091143131256
46,-0.0,1, yes,-0.05593748018145561
47,-0.0,1, yes,-0.18007132411003113
48,-0.0,1, yes,-0.07966451346874237
49,-0.0,1, yes,-0.04264276102185249
50,-0.0,1, yes,-0.0584089457988739
51,1.598250150680542,0, no,-0.061776816844940186
52,-0.0,1, yes,-0.10921525210142136
53,-0.0,1, yes,-0.06887062638998032
54,-0.0,1, yes,-0.03763733431696892
55,-0.0,1, yes,-0.0756443440914154
56,-0.0,1, yes,-0.11645308136940002
57,-0.0,1, yes,-0.10924357175827026
58,-0.0,1, yes,-0.22264088690280914
59,4.768370445162873e-07,1, yes,-0.029706761240959167
60,3.933898824470816e-06,1, yes,-0.10655137896537781
61,-0.0,1, yes,-0.08760601282119751
62,-0.0,1, yes,-0.06128120422363281
63,-0.0,1, yes,-0.06331974267959595
64,-0.0,1, yes,-0.24303661286830902
65,-0.0,1, yes,-0.06842847168445587
66,-0.0,1, yes,-0.05030945688486099
67,-0.0,1, yes,-0.06283197551965714
68,-0.0,1, yes,-0.1461019665002823
69,-0.0,1, yes,-0.0511188730597496
70,-0.0,1, yes,-0.06924935430288315
71,-0.0,1, yes,-0.14727823436260223
72,-0.0,1, yes,-0.15656225383281708
73,-0.0,1, yes,-0.04251158609986305
74,-0.0,1, yes,-0.1762693077325821
75,-0.0,1, yes,-0.11947422474622726
76,-0.0,1, yes,-0.14448906481266022
77,-0.0,1, yes,-0.06070607528090477
78,-0.0,1, yes,-0.10894204676151276
79,-0.0,1, yes,-0.36375534534454346
80,-0.0,1, yes,-0.05960565432906151
81,-0.0,1, yes,-0.04580897465348244
82,-0.0,1, yes,-0.06311998516321182
83,-0.0,1, yes,-0.10039017349481583
84,-0.0,1, yes,-0.381130576133728
85,-0.0,1, yes,-0.16931912302970886
86,-0.0,1, yes,-0.33637887239456177
87,-0.0,1, yes,-0.06217686086893082
88,-0.0,1, yes,-0.035772502422332764
89,-0.0,1, yes,-0.07264972478151321
90,-0.0,1, yes,-0.10897208005189896
91,-0.0,1, yes,-0.09498155117034912
92,-0.0,1, yes,-0.17478865385055542
93,-0.0,1, yes,-0.039164550602436066
94,-0.0,1, yes,-0.14348992705345154
95,-0.0,1, yes,-0.28237736225128174
96,-0.0,1, yes,-0.07844989001750946
97,-0.0,1, yes,-0.06986347585916519
98,1.311301275563892e-06,1, yes,-0.14589793980121613
99,-0.0,1, yes,-0.21152454614639282
100,-0.0,1, yes,-0.10134682804346085
