index,loss,correct,predicted,total_logprob
0,4.326505661010742,0, no,-1.0522356033325195
1,1.8457204103469849,0, no,-1.545282006263733
2,2.3886256217956543,0, no,-1.2732484340667725
3,4.0182576179504395,0, no,-1.7340705394744873
4,5.350579738616943,0, no,-0.46107786893844604
5,0.338279664516449,1, yes,-1.5129272937774658
6,2.0778369903564453,0, no,-1.0859230756759644
7,0.017617875710129738,1, yes,-0.7067623734474182
8,0.5765408873558044,1, yes,-1.0255532264709473
9,0.15619531273841858,1, yes,-0.7897225618362427
10,3.7592103481292725,0, no,-0.7307690382003784
11,0.3505966365337372,1, yes,-1.3227018117904663
12,5.693516254425049,0, no,-0.4739009141921997
13,3.893033266067505,0, no,-0.9341241717338562
14,0.15434108674526215,1, yes,-1.2154393196105957
15,4.0534186363220215,0, no,-1.2179933786392212
16,0.09633757919073105,1, yes,-1.3789682388305664
17,0.1375695914030075,1, yes,-1.9882086515426636
18,5.495167255401611,0, no,-0.4942489564418793
19,3.527949094772339,0, no,-1.3833844661712646
20,0.24580906331539154,1, yes,-1.4534157514572144
21,0.39305412769317627,1, yes,-0.8426147699356079
22,0.07198231667280197,1, yes,-1.110970139503479
23,0.021760981529951096,1, yes,-1.0324136018753052
24,2.619039535522461,0, no,-1.28636634349823
25,0.022967394441366196,1, yes,-1.0963459014892578
26,0.03512606397271156,1, yes,-1.389362096786499
27,4.307620525360107,0, no,-1.0481926202774048
28,3.487431526184082,0, no,-1.2135831117630005
29,0.484992116689682,1, yes,-0.7202094793319702
30,4.035198211669922,0, no,-0.8390937447547913
31,2.6353390216827393,0, no,-0.8131954669952393
32,0.07069125771522522,1, yes,-1.1212354898452759
33,3.841252326965332,0, no,-0.7623151540756226
34,4.077761173248291,0, no,-1.2235944271087646
35,0.02364392764866352,1, yes,-0.9230736494064331
36,0.01907002180814743,1, yes,-1.2568904161453247
37,0.08168373256921768,1, yes,-0.6336635947227478
38,0.7329561710357666,0, no,-1.706228256225586
39,2.2703096866607666,0, no,-1.5724362134933472
40,0.06834987550973892,1, yes,-1.151605248451233
41,0.3076202869415283,1, yes,-0.838371992111206
42,0.5186712145805359,1, yes,-1.0909147262573242
43,2.9535398483276367,0, no,-0.9232760071754456
44,0.0989101231098175,1, yes,-0.8904345035552979
45,0.07812236249446869,1, yes,-1.2358765602111816
46,4.157490253448486,0, no,-1.0950920581817627
47,4.348687648773193,0, no,-0.7472319006919861
48,0.12579110264778137,1, yes,-1.7549234628677368
49,1.780238151550293,0, no,-1.7397761344909668
50,3.7782886028289795,0, no,-0.8855242133140564
51,4.520318984985352,0, no,-2.1179685592651367
52,3.8659651279449463,0, no,-1.1733076572418213
53,2.52510404586792,0, no,-1.3483306169509888
54,0.13317495584487915,1, yes,-1.8677003383636475
55,5.5323615074157715,0, no,-0.36971569061279297
56,2.1626529693603516,0, no,-1.7413921356201172
57,2.8616600036621094,0, no,-1.0151984691619873
58,0.05304059013724327,1, yes,-0.8884015083312988
59,0.18915195763111115,1, yes,-1.4503352642059326
60,0.1967080980539322,1, yes,-1.1063376665115356
61,0.22634562849998474,1, yes,-1.7501362562179565
62,0.2798396646976471,1, yes,-1.204219937324524
63,0.020958853885531425,1, yes,-1.2377126216888428
64,0.06485535949468613,1, yes,-1.13449227809906
65,3.089503765106201,0, no,-0.8755059838294983
66,3.1963517665863037,0, no,-1.3284308910369873
67,5.627381801605225,0, no,-0.5683207511901855
68,0.017217101529240608,1, yes,-1.195739984512329
69,0.05694092437624931,1, yes,-1.005942940711975
70,1.4743640422821045,0, no,-1.1824703216552734
71,5.264159679412842,0, no,-1.0009479522705078
72,2.415301561355591,0, no,-1.526261329650879
73,0.10992244631052017,1, yes,-0.9839645028114319
74,0.27688390016555786,1, yes,-1.0353317260742188
75,0.06226763129234314,1, yes,-0.9915084838867188
76,0.252973347902298,1, yes,-1.0246621370315552
77,0.02637789212167263,1, yes,-1.1394673585891724
78,2.1446831226348877,0, no,-1.837861180305481
79,2.990558624267578,0, no,-1.8191781044006348
80,1.9160840511322021,0, no,-1.35512375831604
81,1.660941481590271,0, no,-1.4902914762496948
82,3.494842052459717,0, no,-1.3151119947433472
83,0.018922410905361176,1, yes,-1.3863924741744995
84,0.10160184651613235,1, yes,-0.7168022990226746
85,0.0736166387796402,1, yes,-1.0190367698669434
86,4.036322593688965,0, no,-1.338093876838684
87,3.027858257293701,0, no,-0.9442514181137085
88,2.21059250831604,0, no,-2.4985530376434326
89,5.2400078773498535,0, no,-0.38178586959838867
90,0.11332347244024277,1, yes,-1.3882416486740112
91,3.4235081672668457,0, no,-1.0682710409164429
92,4.777250289916992,0, no,-0.803357720375061
93,3.6835877895355225,0, no,-0.8439437747001648
94,1.7452396154403687,0, no,-1.5176364183425903
95,0.10165321826934814,1, yes,-1.2522997856140137
96,2.48771333694458,0, no,-0.9949516654014587
97,4.4742255210876465,0, no,-1.0502893924713135
98,0.3675367534160614,1, yes,-1.7251744270324707
99,0.15463025867938995,1, yes,-1.2033703327178955
100,2.4793312549591064,0, no,-0.9826279878616333
101,4.266915321350098,0, no,-0.6501468420028687
102,0.13377287983894348,1, yes,-1.7928568124771118
103,0.07116343080997467,1, yes,-0.7245473265647888
104,3.573270559310913,0, no,-1.2026841640472412
