index,loss,correct,predicted,total_logprob
0,0.6101029515266418,1, yes,-1.8165748119354248
1,0.6172959804534912,1, yes,-1.6584208011627197
2,0.4854400157928467,1, yes,-1.8471148014068604
3,0.36563557386398315,1, yes,-1.7120940685272217
4,0.3723420798778534,1, yes,-1.690938949584961
5,0.5200734734535217,1, yes,-2.0338926315307617
6,0.5283077359199524,1, yes,-1.8044402599334717
7,0.3781174123287201,1, yes,-1.7319942712783813
8,0.5607150197029114,1, yes,-1.5386004447937012
9,0.5325828194618225,1, yes,-1.7750322818756104
10,0.6424576044082642,1, yes,-1.547472357749939
11,0.7038472890853882,0, no,-1.9855719804763794
12,0.532952606678009,1, yes,-1.9275927543640137
13,0.472381055355072,1, yes,-2.020491361618042
14,0.36881017684936523,1, yes,-1.5777591466903687
15,0.5272116661071777,1, yes,-1.9594714641571045
16,0.41504043340682983,1, yes,-1.7272472381591797
17,0.45484527945518494,1, yes,-1.8203948736190796
18,0.4231627583503723,1, yes,-1.7727689743041992
19,0.3695586323738098,1, yes,-1.8756041526794434
20,0.5135650634765625,1, yes,-1.6431152820587158
21,0.39285117387771606,1, yes,-1.876518726348877
22,0.5118129253387451,1, yes,-1.6817100048065186
23,0.4892595708370209,1, yes,-1.8529311418533325
24,0.5812618732452393,1, yes,-1.7485945224761963
25,0.46286439895629883,1, yes,-1.882585048675537
26,0.32216304540634155,1, yes,-1.7285363674163818
27,0.42258355021476746,1, yes,-1.7296862602233887
28,0.4838128685951233,1, yes,-1.890287160873413
29,0.4118441939353943,1, yes,-1.5738084316253662
30,0.578411340713501,1, yes,-1.7920751571655273
31,0.5766492486000061,1, yes,-1.7306795120239258
32,0.4931832253932953,1, yes,-2.1789159774780273
33,0.4137822985649109,1, yes,-1.7332544326782227
34,0.5445740818977356,1, yes,-1.8974828720092773
35,0.5696200728416443,1, yes,-1.903548240661621
36,0.6667208075523376,1, yes,-1.905480146408081
37,0.5109352469444275,1, yes,-1.842292308807373
38,0.5026723742485046,1, yes,-2.05008864402771
39,0.5551960468292236,1, yes,-1.4522950649261475
40,0.4815152585506439,1, yes,-1.7666293382644653
41,0.4681396484375,1, yes,-1.9843003749847412
42,0.4714251756668091,1, yes,-1.4980700016021729
43,0.6054604053497314,1, yes,-1.7521743774414062
44,0.44381287693977356,1, yes,-1.722935676574707
45,0.49144357442855835,1, yes,-1.7546098232269287
46,0.573013186454773,1, yes,-1.9986389875411987
47,0.3925471603870392,1, yes,-1.8420209884643555
48,0.5407881140708923,1, yes,-1.7882704734802246
49,0.48817571997642517,1, yes,-2.06410551071167
50,0.5115261673927307,1, yes,-1.8224334716796875
51,0.4099237620830536,1, yes,-1.778620719909668
52,0.5052884817123413,1, yes,-1.8076835870742798
53,0.49404487013816833,1, yes,-1.9699543714523315
54,0.6124036908149719,1, yes,-1.7247118949890137
55,0.5193731784820557,1, yes,-1.448870062828064
56,0.5892795920372009,1, yes,-1.690873384475708
57,0.5439326167106628,1, yes,-1.9966015815734863
58,0.574181854724884,1, yes,-1.635446310043335
59,0.614016056060791,1, yes,-1.5639269351959229
60,0.5798324346542358,1, yes,-1.5015615224838257
61,0.5047294497489929,1, yes,-1.9656345844268799
62,0.5267232060432434,1, yes,-2.075309991836548
63,0.9515891075134277,0, no,-1.7023818492889404
64,0.6941911578178406,0, no,-1.9553415775299072
65,0.5394636392593384,1, yes,-1.8327158689498901
66,0.4006861448287964,1, yes,-1.8802541494369507
67,0.40795832872390747,1, yes,-1.6032257080078125
68,0.376772940158844,1, yes,-1.9537146091461182
69,0.6352294683456421,1, yes,-1.6552635431289673
70,0.5158258080482483,1, yes,-1.9139127731323242
71,0.3749505579471588,1, yes,-2.0065643787384033
72,0.5564277768135071,1, yes,-1.8662819862365723
73,0.630857527256012,1, yes,-1.7608847618103027
74,0.6001992225646973,1, yes,-1.6669518947601318
75,0.4561588764190674,1, yes,-2.0501205921173096
76,0.4881402254104614,1, yes,-1.4759788513183594
77,0.6717926263809204,1, yes,-1.7959283590316772
78,0.5835434794425964,1, yes,-1.5684587955474854
79,0.5851294994354248,1, yes,-1.7149319648742676
80,0.5241374373435974,1, yes,-2.155517101287842
81,0.5969119668006897,1, yes,-1.7461111545562744
82,0.571013867855072,1, yes,-1.7700419425964355
83,0.5870218276977539,1, yes,-1.9419240951538086
84,0.6249498724937439,1, yes,-1.5601027011871338
85,0.4190688133239746,1, yes,-1.7190299034118652
86,0.6470288634300232,1, yes,-1.6881108283996582
87,0.501494288444519,1, yes,-2.0096936225891113
88,0.7630879878997803,0, no,-1.818709135055542
89,0.4930660128593445,1, yes,-1.8162477016448975
90,0.5828171968460083,1, yes,-1.7948747873306274
91,0.610752284526825,1, yes,-1.5685803890228271
92,0.5710679888725281,1, yes,-1.7203106880187988
93,0.41659966111183167,1, yes,-1.8799747228622437
94,0.5002338886260986,1, yes,-1.7360146045684814
95,0.46692875027656555,1, yes,-1.4428749084472656
96,0.528860867023468,1, yes,-1.877742052078247
97,0.5406371355056763,1, yes,-1.7499665021896362
98,0.46082809567451477,1, yes,-1.5073550939559937
99,0.6516128182411194,1, yes,-1.9486687183380127
100,0.5145829916000366,1, yes,-1.72638738155365
101,0.3678394854068756,1, yes,-1.6695986986160278
102,0.46157094836235046,1, yes,-1.7797727584838867
103,0.38215866684913635,1, yes,-1.5250383615493774
104,0.4928596615791321,1, yes,-1.7992215156555176
105,0.6965653896331787,0, no,-1.7624444961547852
106,0.5770936012268066,1, yes,-1.912383794784546
107,0.504145085811615,1, yes,-1.7986738681793213
108,0.4221372902393341,1, yes,-1.650813341140747
109,0.40358859300613403,1, yes,-1.7096426486968994
110,0.39418259263038635,1, yes,-1.7276335954666138
111,0.5124610066413879,1, yes,-1.8059427738189697
112,0.37259441614151,1, yes,-1.9394328594207764
