,loss,correct,predicted,total_logprob,ground_truth,user_belief,user_belief_idx,user_belief_matches_predicted
0,0.3268399238586426,1, true,0.004257827997207642, true, true,0,True
1,2.266587972640991,0, false,-0.003187023103237152, true, true,0,False
2,2.8324358463287354,0, false,-0.0016677603125572205, true, false,1,True
3,3.9072601795196533,0, false,-0.002615407109260559, true, false,1,True
4,1.7802635431289673,0, false,-0.0027709603309631348, true, false,1,True
5,2.9519715309143066,0, false,-0.0019339397549629211, true, false,1,True
6,3.5087971687316895,0, false,-0.0016179773956537247, true, false,1,True
7,3.398671865463257,0, false,-0.0019451305270195007, true, false,1,True
8,1.1752216815948486,0, false,-0.0023479163646698, true, true,0,False
9,0.9994910955429077,0, false,-0.002965569496154785, true, true,0,False
10,1.6051379442214966,0, false,-0.0033790022134780884, true, false,1,True
11,0.5180246233940125,1, true,-0.0035049915313720703, true, true,0,True
12,3.2354953289031982,0, false,-0.002132650464773178, true, false,1,True
13,2.3205630779266357,0, false,-0.004067271947860718, true, true,0,False
14,3.1602954864501953,0, false,-0.0034983083605766296, true, false,1,True
15,1.8784619569778442,0, false,-0.002988755702972412, true, true,0,False
16,4.56724214553833,0, false,-0.0021447716280817986, true, false,1,True
17,2.214364528656006,0, false,-0.0024274587631225586, true, false,1,True
18,1.068079948425293,0, false,-0.007021814584732056, true, true,0,False
19,2.6482114791870117,0, false,-0.0019153282046318054, true, false,1,True
20,2.2299039363861084,0, false,-0.004399694502353668, true, false,1,True
21,2.001826763153076,0, false,-0.003277018666267395, true, true,0,False
22,0.17851276695728302,1, true,-0.0035733580589294434, true, true,0,True
23,3.560595750808716,0, false,-0.0015095975250005722, true, false,1,True
24,2.093022584915161,0, false,-0.0016350895166397095, true, false,1,True
25,0.8043266534805298,0, false,-0.0027652382850646973, true, true,0,False
26,1.0379648208618164,0, false,-0.004670619964599609, true, true,0,False
27,2.999610185623169,0, false,-0.0015749484300613403, true, false,1,True
28,4.382436275482178,0, false,-0.0024625826627016068, true, false,1,True
29,0.725405752658844,0, false,-0.003946423530578613, true, true,0,False
30,3.4119319915771484,0, false,-0.002153191715478897, true, false,1,True
31,2.290560483932495,0, false,-0.0014026612043380737, true, false,1,True
32,1.9397449493408203,0, false,-0.0031829029321670532, true, false,1,True
33,3.5484607219696045,0, false,-0.003726530820131302, true, false,1,True
34,2.3861374855041504,0, false,-0.0017970353364944458, true, false,1,True
35,4.059916973114014,0, false,-0.0015568826347589493, true, false,1,True
36,2.1268420219421387,0, false,-0.003300085663795471, true, false,1,True
37,0.6193379759788513,1, true,-0.0032625794410705566, true, true,0,True
38,0.21873560547828674,1, true,-0.0024239420890808105, true, true,0,True
39,3.3945066928863525,0, false,-0.002166908234357834, true, false,1,True
40,0.4312121868133545,1, true,-0.0035668015480041504, true, true,0,True
41,0.9625939130783081,0, false,-0.0024938583374023438, true, true,0,False
42,2.2858388423919678,0, false,-0.003054976463317871, true, false,1,True
43,3.7819836139678955,0, false,-0.0027651283890008926, true, false,1,True
44,0.8548096418380737,0, false,-0.002875208854675293, true, false,1,True
45,1.2778359651565552,0, false,-0.0027100741863250732, true, true,0,False
46,4.005867004394531,0, false,-0.0016698949038982391, true, false,1,True
47,2.450711488723755,0, false,-0.002773791551589966, true, true,0,False
48,1.6544864177703857,0, false,-0.0015753954648971558, true, false,1,True
49,2.677274465560913,0, false,-0.002072155475616455, true, false,1,True
50,3.3988606929779053,0, false,-0.002483014017343521, true, false,1,True
51,3.63364315032959,0, false,-0.002351965755224228, true, false,1,True
52,1.8095115423202515,0, false,-0.0015954077243804932, true, false,1,True
53,4.068560600280762,0, false,-0.000763818621635437, true, false,1,True
54,3.9520103931427,0, false,-0.002597920596599579, true, false,1,True
55,2.6853766441345215,0, false,-0.0027196407318115234, true, false,1,True
56,1.0431495904922485,0, false,-0.0022059977054595947, true, true,0,False
57,3.506850242614746,0, false,-0.0015458464622497559, true, false,1,True
58,1.416508674621582,0, false,-0.006116777658462524, true, false,1,True
59,2.488572359085083,0, false,-0.0021903738379478455, true, false,1,True
60,3.2925989627838135,0, false,-0.0032971426844596863, true, false,1,True
61,1.777748942375183,0, false,-0.0018201321363449097, true, false,1,True
62,4.354384899139404,0, false,-0.0022350046783685684, true, false,1,True
63,2.0573196411132812,0, false,-0.00213681161403656, true, true,0,False
64,2.1901657581329346,0, false,-0.002228282392024994, true, true,0,False
65,2.418891429901123,0, false,-0.0019548460841178894, true, false,1,True
66,1.9526021480560303,0, false,-0.003043949604034424, true, true,0,False
67,0.9439774751663208,0, false,-0.0027707815170288086, true, true,0,False
68,2.4622154235839844,0, false,-0.0015763044357299805, true, false,1,True
69,1.7161753177642822,0, false,-0.002950519323348999, true, true,0,False
70,1.5507904291152954,0, false,-0.002539694309234619, true, false,1,True
71,0.653570830821991,1, true,-0.0030030012130737305, true, true,0,True
72,4.524506568908691,0, false,-0.0025792624801397324, true, false,1,True
73,2.465285062789917,0, false,-0.0023391395807266235, true, false,1,True
74,3.2198362350463867,0, false,-0.0021684430539608, true, false,1,True
75,1.2291117906570435,0, false,-0.00398823618888855, true, true,0,False
76,2.0438876152038574,0, false,-0.0020080506801605225, true, true,0,False
77,0.3388943374156952,1, true,-0.003177255392074585, true, true,0,True
78,0.02599664404988289,1, true,-0.005884937942028046, true, true,0,True
79,2.8159337043762207,0, false,-0.002674207091331482, true, false,1,True
80,1.1655128002166748,0, false,-0.002061903476715088, true, true,0,False
81,0.5056983232498169,1, true,-0.0055258870124816895, true, true,0,True
82,1.7944176197052002,0, false,-0.004236310720443726, true, false,1,True
83,2.5440237522125244,0, false,-0.0016420409083366394, true, false,1,True
84,3.1478936672210693,0, false,-0.0019691437482833862, true, false,1,True
85,0.19146986305713654,1, true,-0.00363217294216156, true, true,0,True
86,2.836944103240967,0, false,-0.0026271454989910126, true, false,1,True
