,loss,correct,predicted,total_logprob,ground_truth,user_belief,user_belief_idx,user_belief_matches_predicted
0,0.007621259428560734,1, true,-0.000393587164580822, true, true,0,True
1,0.005078867077827454,1, true,-0.0005611041560769081, true, true,0,True
2,0.03443053364753723,1, true,-0.0001703985035419464, true, false,1,False
3,0.07651229202747345,1, true,-0.0019311532378196716, true, false,1,False
4,0.0005355831235647202,1, true,-0.00015960127348080277, true, false,1,False
5,0.2887243926525116,1, true,0.004252314567565918, true, false,1,False
6,0.02896023355424404,1, true,0.0003937389701604843, true, false,1,False
7,0.20533978939056396,1, true,-0.0028992146253585815, true, false,1,False
8,0.0017089537577703595,1, true,-0.00021259521599859, true, true,0,True
9,0.0015235256869345903,1, true,-0.00024204689543694258, true, true,0,True
10,1.9806513786315918,0, false,0.013312190771102905, true, false,1,True
11,0.005514291115105152,1, true,-0.0002862783148884773, true, true,0,True
12,0.9792765378952026,0, false,-0.007362306118011475, true, false,1,True
13,0.0003343261778354645,1, true,-5.909509491175413e-05, true, true,0,True
14,0.4334986209869385,1, true,-0.004271715879440308, true, false,1,False
15,0.0053426106460392475,1, true,-0.00040190713480114937, true, true,0,True
16,0.0017323975916951895,1, true,-0.00033111264929175377, true, false,1,False
17,0.10192035138607025,1, true,-0.00011952221393585205, true, false,1,False
18,0.0008831891464069486,1, true,-0.00013276224490255117, true, true,0,True
19,0.004926091525703669,1, true,-0.0005210037343204021, true, false,1,False
20,0.06927584856748581,1, true,-0.0010449960827827454, true, false,1,False
21,0.04731719568371773,1, true,-0.00407133623957634, true, true,0,True
22,0.00026842328952625394,1, true,-0.00011903379345312715, true, true,0,True
23,0.00029869386344216764,1, true,-0.00014809533604420722, true, false,1,False
24,0.008387459442019463,1, true,-0.00045646727085113525, true, false,1,False
25,0.00023409964342135936,1, true,-4.7405323130078614e-05, true, true,0,True
26,0.00011932138295378536,1, true,-5.111582868266851e-05, true, true,0,True
27,0.0005735897575505078,1, true,-0.0001461703795939684, true, false,1,False
28,0.3833777904510498,1, true,-0.011150509119033813, true, false,1,False
29,0.0005053196800872684,1, true,-0.00014304387150332332, true, true,0,True
30,0.009229849092662334,1, true,-0.0003564702346920967, true, false,1,False
31,0.00012206286191940308,1, true,-4.801579052582383e-05, true, false,1,False
32,0.002258847001940012,1, true,-0.0004407919477671385, true, false,1,False
33,0.4552457332611084,1, true,0.00019618868827819824, true, false,1,False
34,0.039568960666656494,1, true,-0.0019232332706451416, true, false,1,False
35,0.023912249132990837,1, true,0.0021509379148483276, true, false,1,False
36,0.0003719830128829926,1, true,-0.00012674552272073925, true, false,1,False
37,0.0029416880570352077,1, true,-0.00028612534515559673, true, true,0,True
38,0.001291751628741622,1, true,-0.00027769175358116627, true, true,0,True
39,0.15104016661643982,1, true,-0.0141410231590271, true, false,1,False
40,0.002394310897216201,1, true,-0.00039958441630005836, true, true,0,True
41,0.0011844770051538944,1, true,-0.00011749251279979944, true, true,0,True
42,0.09720838069915771,1, true,-0.004238776862621307, true, false,1,False
43,0.0004761277523357421,1, true,-0.00013746254262514412, true, false,1,False
44,0.000243634101934731,1, true,-6.279113586060703e-05, true, false,1,False
45,0.003390399506315589,1, true,-0.0001185624860227108, true, true,0,True
46,0.0005677518784068525,1, true,-0.000129698368255049, true, false,1,False
47,0.07085418701171875,1, true,0.0014555975794792175, true, true,0,True
48,0.004307515919208527,1, true,-0.0006420412100851536, true, false,1,False
49,0.0014709139941260219,1, true,-0.0004327772185206413, true, false,1,False
50,0.001053850632160902,1, true,-6.365706212818623e-05, true, false,1,False
51,0.0581350140273571,1, true,-0.0008297078311443329, true, false,1,False
52,0.010366051457822323,1, true,-0.0004369812086224556, true, false,1,False
53,0.005537882912904024,1, true,-7.008248940110207e-05, true, false,1,False
54,0.0006737822550348938,1, true,-7.466488750651479e-05, true, false,1,False
55,0.00030560590676032007,1, true,-9.985920041799545e-05, true, false,1,False
56,0.01860395446419716,1, true,0.00010175071656703949, true, true,0,True
57,0.05283628776669502,1, true,-0.0002164021134376526, true, false,1,False
58,0.3285011947154999,1, true,0.005073249340057373, true, false,1,False
59,0.14054632186889648,1, true,-0.0021594762802124023, true, false,1,False
60,1.134603500366211,0, false,-0.00224459171295166, true, false,1,True
61,0.00037400881410576403,1, true,-8.399071521125734e-05, true, false,1,False
62,0.29866909980773926,1, true,-0.0012971758842468262, true, false,1,False
63,0.020956752821803093,1, true,-0.0007322560995817184, true, true,0,True
64,0.06250058859586716,1, true,0.008092701435089111, true, true,0,True
65,0.005806839093565941,1, true,-0.0004993104375898838, true, false,1,False
66,0.010566361248493195,1, true,-0.0006842082366347313, true, true,0,True
67,0.01943228952586651,1, true,0.0008839387446641922, true, true,0,True
68,0.4194817543029785,1, true,-0.017765313386917114, true, false,1,False
69,0.013199921697378159,1, true,-0.0003904057666659355, true, true,0,True
70,0.0020872014574706554,1, true,-0.00020180922001600266, true, false,1,False
71,0.26582685112953186,1, true,-0.0010553300380706787, true, true,0,True
72,0.16232724487781525,1, true,-0.00875842571258545, true, false,1,False
73,0.0009345216676592827,1, true,-0.00029875547625124454, true, false,1,False
74,0.010009806603193283,1, true,-0.0006476696580648422, true, false,1,False
75,0.011371324770152569,1, true,-0.0007664654403924942, true, true,0,True
76,0.04065840691328049,1, true,-0.000531315803527832, true, true,0,True
77,0.0003337303060106933,1, true,-0.0001051864237524569, true, true,0,True
78,0.036787912249565125,1, true,-0.0008984431624412537, true, true,0,True
79,0.01822277344763279,1, true,-0.0007014479488134384, true, false,1,False
80,0.011910984292626381,1, true,-0.00029806047677993774, true, true,0,True
81,0.11648838222026825,1, true,-0.0029372796416282654, true, true,0,True
82,0.1781132072210312,1, true,-0.0025130510330200195, true, false,1,False
83,0.0033269552513957024,1, true,-0.0004948275163769722, true, false,1,False
84,0.008194752037525177,1, true,-0.0008538346737623215, true, false,1,False
85,0.2014986127614975,1, true,5.981326103210449e-05, true, true,0,True
86,0.1366330236196518,1, true,0.004063323140144348, true, false,1,False
87,0.004335765726864338,1, true,-0.00024020066484808922, true, true,0,True
88,0.0006640136707574129,1, true,-0.00013442325871437788, true, false,1,False
89,0.0002824861148837954,1, true,-0.000342436513165012, true, true,0,True
90,0.00029452278977259994,1, true,-0.00011911231558769941, true, true,0,True
91,0.48763802647590637,1, true,-0.01021239161491394, true, true,0,True
92,0.03239493817090988,1, true,-0.0008193850517272949, true, true,0,True
93,0.00556384539231658,1, true,0.0003180941566824913, true, true,0,True
