index,loss,correct,predicted,total_logprob
0,7.252180576324463,0, no,-0.5684027075767517
1,5.968566417694092,0, no,-0.13141785562038422
2,5.233908653259277,0, no,-1.2568877935409546
3,7.760238170623779,0, no,-0.324461430311203
4,7.364002227783203,0, no,-0.25534895062446594
5,7.498031139373779,0, no,-0.2172653079032898
6,7.075402736663818,0, no,-0.17119145393371582
7,5.9602532386779785,0, no,-0.41206884384155273
8,7.246349811553955,0, no,-0.20725923776626587
9,8.280742645263672,0, no,-0.5258546471595764
10,6.277394771575928,0, no,-0.6385343670845032
11,6.707092761993408,0, no,-0.10250461101531982
12,7.635317325592041,0, no,-0.4293951988220215
13,7.091742038726807,0, no,-0.5093932747840881
14,7.188238143920898,0, no,-0.23205672204494476
15,6.780714988708496,0, no,-0.24687637388706207
16,7.159091949462891,0, no,-0.2527051866054535
17,7.822737216949463,0, no,-0.10921941697597504
18,7.288641929626465,0, no,-0.39846447110176086
19,8.066018104553223,0, no,-0.39717304706573486
20,6.453214168548584,0, no,-0.10495896637439728
21,8.776373863220215,0, no,-0.21972638368606567
22,5.9883527755737305,0, no,-0.40246281027793884
23,6.3043999671936035,0, no,-0.23097607493400574
24,6.551178455352783,0, no,-0.3397425711154938
25,7.898972988128662,0, no,-0.23603853583335876
26,6.075316905975342,0, no,-0.5207972526550293
27,6.58098030090332,0, no,-0.6489841341972351
28,6.039551734924316,0, no,-0.49541258811950684
29,9.013566970825195,0, no,-0.18497487902641296
30,7.9463067054748535,0, no,-0.33618852496147156
31,6.282444953918457,0, no,-0.06623979657888412
32,7.113710403442383,0, no,-0.45340999960899353
33,7.209211826324463,0, no,-0.7045339345932007
34,6.987430095672607,0, no,-0.13101573288440704
35,7.651013374328613,0, no,-0.6124737858772278
36,5.16585111618042,0, no,-0.2521071135997772
37,6.707977294921875,0, no,-0.3432460427284241
38,7.771115303039551,0, no,-0.13377755880355835
39,4.419581890106201,0, no,-0.7329749464988708
40,7.164322853088379,0, no,-0.16154910624027252
41,6.599451541900635,0, no,-0.28622376918792725
42,6.891798496246338,0, no,-0.5400890111923218
43,6.020565986633301,0, no,-0.22806736826896667
44,7.682380199432373,0, no,-0.571341335773468
45,6.130420207977295,0, no,-0.5206671357154846
46,7.861359119415283,0, no,-0.7447215914726257
47,4.871067523956299,0, no,-0.2989727556705475
48,6.401207447052002,0, no,-0.14199887216091156
49,5.856590747833252,0, no,-0.7443934679031372
50,6.223796844482422,0, no,-0.7400032877922058
51,6.672494411468506,0, no,-0.6611310243606567
52,5.916471004486084,0, no,-0.13249942660331726
53,7.086102485656738,0, no,-0.2983597218990326
54,6.098049163818359,0, no,-0.6108344793319702
55,8.014623641967773,0, no,-0.2939302325248718
56,6.674899578094482,0, no,-0.44500505924224854
57,6.781267166137695,0, no,-0.9541024565696716
58,7.845004558563232,0, no,-0.4429090917110443
59,6.176869869232178,0, no,-0.4033493399620056
60,8.000423431396484,0, no,-0.4654260277748108
61,6.787736415863037,0, no,-0.21153435111045837
62,8.27599811553955,0, no,-0.35221779346466064
63,6.4699788093566895,0, no,-0.7140615582466125
64,7.077335834503174,0, no,-0.20418043434619904
65,6.716879367828369,0, no,-0.47209808230400085
66,6.7817535400390625,0, no,-0.3070104420185089
67,5.979351043701172,0, no,-0.513400137424469
68,7.6493120193481445,0, no,-0.5617235898971558
69,6.297146797180176,0, no,-0.2024993598461151
70,5.251751899719238,0, no,-0.31001850962638855
71,5.8072075843811035,0, no,-0.9419979453086853
72,7.7373809814453125,0, no,-0.14761632680892944
73,8.201827049255371,0, no,-0.24429860711097717
74,7.7115092277526855,0, no,-0.6101546883583069
75,7.414274215698242,0, no,-0.5821171998977661
76,6.951446056365967,0, no,-0.4367583692073822
77,5.85473108291626,0, no,-0.36859312653541565
78,7.375459671020508,0, no,-0.3330739736557007
79,5.989506721496582,0, no,-0.4112837016582489
80,5.328251838684082,0, no,-0.21469609439373016
81,7.571855545043945,0, no,-0.22934873402118683
82,5.361044883728027,0, no,-0.375797301530838
83,6.382796764373779,0, no,-0.33440926671028137
84,7.537302494049072,0, no,-0.4362546503543854
85,4.320798873901367,0, no,-1.0728752613067627
86,6.506170272827148,0, no,-0.11789366602897644
87,5.203702926635742,0, no,-0.2625937759876251
88,6.934719562530518,0, no,-0.4734778106212616
89,8.94330883026123,0, no,-0.13647548854351044
90,4.739070892333984,0, no,-0.14246661961078644
91,6.1890645027160645,0, no,-0.29586657881736755
92,6.895161151885986,0, no,-0.1133124902844429
93,6.4300360679626465,0, no,-0.7793349623680115
94,5.6399455070495605,0, no,-0.8807986974716187
95,5.526432037353516,0, no,-0.8838591575622559
96,6.162790775299072,0, no,-0.7455183267593384
97,7.225786209106445,0, no,-0.5298609733581543
98,6.944621562957764,0, no,-0.40480542182922363
99,6.078120231628418,0, no,-0.1779947429895401
100,6.517860412597656,0, no,-0.4457962214946747
101,7.688658237457275,0, no,-0.27527421712875366
102,5.150254249572754,0, no,-0.5983672738075256
103,5.652143955230713,0, no,-0.8405285477638245
104,6.822782516479492,0, no,-0.32448744773864746
105,7.771824836730957,0, no,-0.44579198956489563
106,7.102822780609131,0, no,-0.2923535108566284
107,6.310068607330322,0, no,-0.8676968812942505
108,6.395339012145996,0, no,-0.6890328526496887
109,4.8735737800598145,0, no,-0.37321189045906067
110,7.1236186027526855,0, no,-0.13444583117961884
111,6.860520839691162,0, no,-0.8087378144264221
112,3.0209598541259766,0, no,-2.698143482208252
113,6.583144664764404,0, no,-0.31135129928588867
114,5.2338056564331055,0, no,-0.6894412040710449
115,8.89783000946045,0, no,-0.2820487916469574
116,8.035638809204102,0, no,-0.1713009923696518
117,7.0588860511779785,0, no,-0.1908220499753952
118,6.112882614135742,0, no,-0.8663339614868164
119,5.994959831237793,0, no,-0.3337305784225464
120,4.673618793487549,0, no,-0.5781539082527161
121,7.098242282867432,0, no,-0.6357329487800598
122,7.7400593757629395,0, no,-0.520451545715332
123,6.922611236572266,0, no,-0.5562418103218079
124,6.552248954772949,0, no,-1.2988989353179932
125,7.198310375213623,0, no,-0.34565654397010803
126,7.466994285583496,0, no,-0.713314950466156
127,5.943607330322266,0, no,-0.18783408403396606
128,7.341299533843994,0, no,-0.09947530180215836
129,8.529717445373535,0, no,-0.10607810318470001
130,7.723207950592041,0, no,-0.2799486517906189
131,6.9477949142456055,0, no,-0.3865303695201874
132,6.940345764160156,0, no,-0.40412870049476624
133,7.73675012588501,0, no,-0.22486816346645355
134,6.803865432739258,0, no,-0.4444287419319153
135,7.953627586364746,0, no,-0.19570648670196533
136,7.319522380828857,0, no,-0.29186537861824036
137,7.707724571228027,0, no,-0.2410757839679718
138,7.414313793182373,0, no,-0.23235058784484863
139,6.587516784667969,0, no,-0.20130883157253265
140,7.266937255859375,0, no,-0.2862243354320526
141,7.572947025299072,0, no,-0.3327352702617645
142,6.843050003051758,0, no,-0.25046002864837646
143,6.85452127456665,0, no,-0.35287901759147644
144,3.6965267658233643,0, no,-0.46019965410232544
145,7.249375820159912,0, no,-0.10391490161418915
146,6.341830730438232,0, no,-0.105344258248806
147,8.43398380279541,0, no,-0.1583440750837326
148,8.226075172424316,0, no,-0.14639733731746674
149,7.474636077880859,0, no,-0.22534874081611633
150,4.8023295402526855,0, no,-0.4464940130710602
151,4.8438005447387695,0, no,-0.9264934062957764
152,6.404494285583496,0, no,-0.216079443693161
153,4.9759063720703125,0, no,-0.6637190580368042
154,4.019499778747559,0, no,-1.2317922115325928
155,6.627127647399902,0, no,-0.15717022120952606
156,6.529617786407471,0, no,-0.45216676592826843
157,5.235223293304443,0, no,-1.1666792631149292
158,8.348729133605957,0, no,-0.1832551807165146
159,5.751150131225586,0, no,-0.4226061701774597
160,6.230447769165039,0, no,-0.7735865712165833
161,6.985005855560303,0, no,-0.2559630572795868
162,7.562657833099365,0, no,-0.06729904562234879
163,4.919334411621094,0, no,-0.44703012704849243
164,7.70505428314209,0, no,-0.203650563955307
165,7.345379829406738,0, no,-0.6956268548965454
166,7.912583351135254,0, no,-0.41629964113235474
167,6.8222246170043945,0, no,-0.48881420493125916
168,8.589460372924805,0, no,-0.11153678596019745
169,8.13672924041748,0, no,-0.30608299374580383
170,6.150291919708252,0, no,-0.33753305673599243
171,4.586548328399658,0, no,-1.5667744874954224
172,7.14749002456665,0, no,-0.8328173756599426
173,7.115438938140869,0, no,-0.6666043996810913
174,7.556835651397705,0, no,-0.10683994740247726
175,7.213160991668701,0, no,-0.2703288197517395
176,8.024835586547852,0, no,-0.35008829832077026
177,6.474765300750732,0, no,-0.35579171776771545
178,6.384471893310547,0, no,-0.24096983671188354
179,8.00200366973877,0, no,-0.7129600644111633
180,6.734983444213867,0, no,-0.6822115182876587
181,7.376832962036133,0, no,-0.24695949256420135
182,8.604691505432129,0, no,-0.25471314787864685
183,7.0180463790893555,0, no,-0.7451397180557251
184,7.105177402496338,0, no,-0.4786680042743683
185,8.184428215026855,0, no,-0.14495016634464264
186,5.488333225250244,0, no,-0.7395361661911011
187,5.973214626312256,0, no,-0.21813152730464935
188,7.32466983795166,0, no,-0.3979700207710266
189,6.35546875,0, no,-1.1524646282196045
190,6.2815470695495605,0, no,-0.4990156590938568
191,6.4073333740234375,0, no,-0.20565690100193024
192,7.501173973083496,0, no,-0.26359596848487854
193,8.307552337646484,0, no,-0.2666548490524292
194,6.823070526123047,0, no,-0.34908291697502136
195,8.633620262145996,0, no,-0.2139476239681244
196,7.412875652313232,0, no,-0.06243390962481499
197,8.274940490722656,0, no,-0.2830294966697693
198,7.776055812835693,0, no,-0.0845927894115448
199,6.127913475036621,0, no,-0.5144125819206238
200,6.978189468383789,0, no,-0.7021381855010986
201,8.530652046203613,0, no,-0.39999276399612427
202,9.251180648803711,0, no,-0.1760900318622589
203,7.5158820152282715,0, no,-0.404955118894577
204,7.350474834442139,0, no,-0.2712141275405884
205,6.627866268157959,0, no,-0.3401434123516083
206,6.584089279174805,0, no,-0.2451261430978775
207,7.0278167724609375,0, no,-0.31228020787239075
208,5.661373615264893,0, no,-0.7139037847518921
209,7.364273548126221,0, no,-0.36970096826553345
210,6.197058200836182,0, no,-0.47262850403785706
211,6.0997796058654785,0, no,-1.5891337394714355
212,8.136232376098633,0, no,-0.31332629919052124
213,6.86171817779541,0, no,-0.28658634424209595
214,4.995430946350098,0, no,-0.7739124894142151
215,5.069934368133545,0, no,-0.91068035364151
216,7.120527744293213,0, no,-0.2085597813129425
217,6.381988048553467,0, no,-0.2021411508321762
218,5.79392147064209,0, no,-0.14998872578144073
219,4.3351311683654785,0, no,-0.9568086266517639
220,4.850785732269287,0, no,-0.7486792802810669
221,6.158656597137451,0, no,-0.4990288317203522
222,8.388529777526855,0, no,-0.4824891686439514
223,6.5504302978515625,0, no,-0.48909512162208557
224,5.833833694458008,0, no,-0.7842050790786743
225,7.319055080413818,0, no,-0.8455549478530884
226,7.008603572845459,0, no,-0.9609372019767761
227,6.151423931121826,0, no,-0.6736406087875366
228,7.236212253570557,0, no,-0.6692288517951965
229,8.609428405761719,0, no,-0.40829434990882874
230,6.858461856842041,0, no,-0.5686471462249756
231,8.197806358337402,0, no,-0.6752033829689026
232,6.72877836227417,0, no,-0.19889657199382782
233,5.118032455444336,0, no,-1.4783716201782227
234,6.794524192810059,0, no,-0.647534191608429
235,7.583189487457275,0, no,-0.5643906593322754
236,5.603048324584961,0, no,-0.2744114100933075
237,6.745519161224365,0, no,-0.27389031648635864
238,6.328726291656494,0, no,-0.3004607558250427
