index,loss,correct,predicted,total_logprob
0,5.006777428206988e-06,1, yes,-1.2404890060424805
1,3.266281055402942e-05,1, yes,-0.5012681484222412
2,0.0009379754774272442,1, yes,-0.617098331451416
3,-0.0,1, yes,-1.1991803646087646
4,-0.0,1, yes,-1.35081148147583
5,4.768370445162873e-07,1, yes,-1.2386882305145264
6,8.344646857949556e-07,1, yes,-1.2494816780090332
7,1.1920928244535389e-07,1, yes,-1.4217042922973633
8,-0.0,1, yes,-0.30527135729789734
9,0.00023314618738368154,1, yes,-0.41011717915534973
10,-0.0,1, yes,-0.3466975688934326
11,-0.0,1, yes,-0.6352818012237549
12,1.1920928244535389e-07,1, yes,-1.419799566268921
13,8.344646857949556e-07,1, yes,-1.2499443292617798
14,3.576278118089249e-07,1, yes,-0.8069096803665161
15,-0.0,1, yes,-0.41551512479782104
16,2.3841855067985307e-07,1, yes,-0.48235854506492615
17,7.456772327423096,0, no,-0.36260107159614563
18,1.1920928244535389e-07,1, yes,-0.5508250594139099
19,-0.0,1, yes,-0.733043372631073
20,-0.0,1, yes,-0.3822934925556183
21,7.152555099310121e-07,1, yes,-0.4620131254196167
22,1.0251946150674485e-05,1, yes,-0.5396197438240051
23,0.3398539125919342,1, yes,-0.35454651713371277
24,0.0007720588473603129,1, yes,-0.6564415693283081
25,5.616981506347656,0, no,-0.31631022691726685
26,0.0001294529065489769,1, yes,-0.7072049975395203
27,7.152555099310121e-07,1, yes,-0.5128892064094543
28,-0.0,1, no,-0.013232945464551449
29,23.541168212890625,0, yes,-0.3046097755432129
30,9.536738616588991e-07,1, no,-0.07489106804132462
31,23.071880340576172,0, yes,-0.41196998953819275
32,1.311301275563892e-06,1, no,-0.05637059360742569
33,2.4318398573086597e-05,1, no,-0.042949285358190536
34,14.389215469360352,0, yes,-0.3796509802341461
35,-0.0,1, no,-0.04158501699566841
36,0.06661000102758408,1, no,-0.3011919856071472
37,23.280818939208984,0, yes,-0.7290829420089722
38,23.379302978515625,0, yes,-0.34551218152046204
39,22.994909286499023,0, yes,-0.4399503469467163
40,2.3841855067985307e-07,1, no,-0.06990382820367813
41,0.4831797480583191,1, no,0.015005022287368774
42,20.9588565826416,0, yes,-0.08068622648715973
43,8.05322551727295,0, yes,-0.22664476931095123
44,18.729907989501953,0, yes,-2.0969326496124268
45,22.04312515258789,0, yes,-0.43408888578414917
46,0.8136368989944458,0, yes,-0.16845649480819702
47,20.620838165283203,0, yes,-0.45022228360176086
48,0.0003014348621945828,1, no,-0.1737239509820938
49,0.015141431242227554,1, no,-0.194811150431633
50,0.002629634225741029,1, no,-0.07842295616865158
51,20.378965377807617,0, yes,-0.47830724716186523
52,-0.0,1, no,-0.03795216232538223
53,0.00896653812378645,1, no,-0.2181766778230667
54,23.82386016845703,0, yes,-0.5093035697937012
55,21.21005630493164,0, yes,-0.6321471929550171
