index,loss,correct,predicted,total_logprob,ground_truth
0,0.00017724849749356508,1, true,-3.6113226087763906e-05, true
1,2.3841855067985307e-07,1, true,-0.00013097163173370063, true
2,7.867782187531702e-06,1, true,-0.00011535339581314474, true
3,5.245195097813848e-06,1, true,-4.64460754301399e-05, true
4,-0.0,1, true,-5.121537469676696e-05, true
5,0.0012835367815569043,1, true,-0.000158039852976799, true
6,-0.0,1, true,-1.7595702956896275e-05, true
7,5.960462772236497e-07,1, true,-5.765170863014646e-05, true
8,3.576278118089249e-07,1, true,-0.00012560441973619163, true
9,-0.0,1, true,-2.141132063115947e-05, true
10,0.5473408699035645,1, true,0.09522736072540283, true
11,9.894321920000948e-06,1, true,-2.4154060156433843e-05, true
12,18.826406478881836,0, false,-7.422359340125695e-05, true
13,-0.0,1, true,-5.550594869419001e-05, true
14,15.607927322387695,0, false,-0.00013657631643582135, true
15,4.9828242481453344e-05,1, true,-2.48712494794745e-05, true
16,-0.0,1, true,-2.2958223780733533e-05, true
17,1.0728830375228426e-06,1, true,-2.6655565307009965e-05, true
18,-0.0,1, true,-1.378196247969754e-05, true
19,2.3841855067985307e-07,1, true,-1.9382900063646957e-05, true
20,1.1920928244535389e-07,1, true,-1.4974992154748179e-05, true
21,3.0278701160568744e-05,1, true,-6.814707012381405e-05, true
22,-0.0,1, true,-0.00019356839766260237, true
23,-0.0,1, true,-1.819081444409676e-05, true
24,3.814689989667386e-06,1, true,-2.1889081835979596e-05, true
25,1.1920928244535389e-07,1, true,-2.9995289878570475e-05, true
26,1.1920928244535389e-07,1, true,-4.453969086171128e-05, true
27,-0.0,1, true,-2.9280032322276384e-05, true
28,18.063922882080078,0, false,-3.917248614015989e-05, true
29,7.152555099310121e-07,1, true,-1.6880447219591588e-05, true
30,-0.0,1, true,-2.0218294594087638e-05, true
31,1.1920928244535389e-07,1, true,-7.267200999194756e-05, true
32,3.4570634852570947e-06,1, true,-1.9027140297112055e-05, true
33,-0.0,1, true,-1.258893735212041e-05, true
34,3.814689989667386e-06,1, true,-8.447553409496322e-05, true
35,0.54686439037323,1, true,0.045306265354156494, true
36,-0.0,1, true,-3.297363218734972e-05, true
37,-0.0,1, true,-4.3825370084960014e-05, true
38,1.6689286894688848e-06,1, true,-5.360047725844197e-05, true
39,-0.0,1, true,-3.476269557722844e-05, true
40,2.9802276912960224e-06,1, true,-2.510771810193546e-05, true
41,-0.0,1, true,-3.0353854526765645e-05, true
42,-0.0,1, true,-5.20489011250902e-05, true
43,-0.0,1, true,-4.859278124058619e-05, true
44,-0.0,1, true,-2.7967804271611385e-05, true
45,9.572047565598041e-05,1, true,2.2451487893704325e-05, true
46,-0.0,1, true,-3.476269557722844e-05, true
47,10.297281265258789,0, false,-0.0001302652235608548, true
48,6.246371776796877e-05,1, true,-4.0016086131799966e-05, true
49,1.1920928244535389e-07,1, true,-3.833802475128323e-05, true
50,8.22540732769994e-06,1, true,-2.3914693883853033e-05, true
51,6.437280717364047e-06,1, true,-2.355894321226515e-05, true
52,3.576278118089249e-07,1, true,-8.554748637834564e-05, true
53,9.881961887003854e-05,1, true,-1.1051131878048182e-05, true
54,-0.0,1, true,-1.509420144429896e-05, true
55,-0.0,1, true,-1.914354470500257e-05, true
56,-0.0,1, true,-5.2169041737215593e-05, true
57,-0.0,1, true,-3.9770398871041834e-05, true
58,0.00026890001026913524,1, true,-1.427481765858829e-05, true
59,-0.0,1, true,-3.7983212678227574e-05, true
60,0.0007938570925034583,1, true,-3.846321487799287e-05, true
61,1.1920928244535389e-07,1, true,-3.965118958149105e-05, true
62,-0.0,1, true,-1.6642034097458236e-05, true
63,0.0017417988274246454,1, true,0.00010381988249719143, true
64,1.3521400690078735,0, false,-0.12137711048126221, true
65,1.4662635294371285e-05,1, true,-3.440697764744982e-05, true
66,-0.0,1, true,-1.6999665604089387e-05, true
67,-0.0,1, true,-2.3435997718479484e-05, true
68,1.9968440532684326,0, false,-0.04972989857196808, true
69,1.1920928244535389e-07,1, true,-1.3303256309882272e-05, true
70,-0.0,1, true,-2.069606853183359e-05, true
71,0.0002037079248111695,1, true,-5.776248872280121e-05, true
72,0.0570046603679657,1, true,0.0010234341025352478, true
73,6.6756979322235566e-06,1, true,-0.00018152549455408007, true
74,1.1920928244535389e-07,1, true,-2.54644201049814e-05, true
75,5.960462772236497e-07,1, true,-1.1992890904366504e-05, true
76,0.04252795875072479,1, true,-0.012113388627767563, true
77,0.0006063529872335494,1, true,-0.0003873438690789044, true
78,8.365765571594238,0, false,-0.0003797287354245782, true
79,2.3841830625315197e-06,1, true,-3.8579240936087444e-05, true
80,0.00524667976424098,1, true,-0.0031129266135394573, true
81,0.3124103546142578,1, true,-0.18460175395011902, true
82,17.276941299438477,0, false,-7.243639993248507e-05, true
83,1.6093124941107817e-05,1, true,-0.000270300341071561, true
84,7.510157047363464e-06,1, true,-1.3661808225151617e-05, true
85,0.0003594706067815423,1, true,-0.00018523680046200752, true
86,1.4305104514278355e-06,1, true,-3.0828807211946696e-05, true
87,3.576278118089249e-07,1, true,-1.7833186575444415e-05, true
88,1.1920928244535389e-07,1, true,-0.00010700786515371874, true
89,-0.0,1, true,-1.5805700968485326e-05, true
90,3.576278118089249e-07,1, true,-1.3304193089425098e-05, true
91,12.320820808410645,0, false,-0.00010617713996907696, true
92,1.622525691986084,0, false,0.056495219469070435, true
93,1.1920928244535389e-07,1, true,-1.8431101125315763e-05, true
94,7.152555099310121e-07,1, true,-1.461267311242409e-05, true
95,-0.0,1, true,-3.082693729083985e-05, true
96,1.1920928244535389e-07,1, true,-1.6402682376792654e-05, true
97,5.722029527532868e-06,1, true,-2.200641938543413e-05, true
98,4.768370445162873e-07,1, true,-6.265752745093778e-05, true
